file_id,machine_type,section,domain,condition,anomaly_score,model_id,experiment_id
ToyCar/test/section_00_source_test_anomaly_0000_noAttribute.wav,ToyCar,section_00,source,anomaly,0.01587805524468422,fp_naa_c0_freq_ap,server02_fp_naa_c0_20260817T064722Z
ToyCar/test/section_00_source_test_anomaly_0001_noAttribute.wav,ToyCar,section_00,source,anomaly,0.014109767973423004,fp_naa_c0_freq_ap,server02_fp_naa_c0_20260817T064722Z
ToyCar/test/section_00_source_test_anomaly_0008_noAttribute.wav,ToyCar,section_00,source,anomaly,0.014668176881968975,fp_naa_c0_freq_ap,server02_fp_naa_c0_20260817T064722Z
ToyCar/test/section_00_source_test_anomaly_0009_noAttribute.wav,ToyCar,section_00,source,anomaly,0.014662336558103561,fp_naa_c0_freq_ap,server02_fp_naa_c0_20260817T064722Z
ToyCar/test/section_00_source_test_anomaly_0010_noAttribute.wav,ToyCar,section_00,source,anomaly,0.013584582135081291,fp_naa_c0_freq_ap,server02_fp_naa_c0_20260817T064722Z
ToyCar/test/section_00_source_test_anomaly_0011_noAttribute.wav,ToyCar,section_00,source,anomaly,0.004710812121629715,fp_naa_c0_freq_ap,server02_fp_naa_c0_20260817T064722Z
ToyCar/test/section_00_source_test_anomaly_0013_noAttribute.wav,ToyCar,section_00,source,anomaly,0.01059345155954361,fp_naa_c0_freq_ap,server02_fp_naa_c0_20260817T064722Z
ToyCar/test/section_00_source_test_anomaly_0017_noAttribute.wav,ToyCar,section_00,source,anomaly,0.01038128137588501,fp_naa_c0_freq_ap,server02_fp_naa_c0_20260817T064722Z
ToyCar/test/section_00_source_test_anomaly_0022_noAttribute.wav,ToyCar,section_00,source,anomaly,0.0080062011256814,fp_naa_c0_freq_ap,server02_fp_naa_c0_20260817T064722Z
ToyCar/test/section_00_source_test_anomaly_0028_noAttribute.wav,ToyCar,section_00,source,anomaly,0.007688377983868122,fp_naa_c0_freq_ap,server02_fp_naa_c0_20260817T064722Z
ToyCar/test/section_00_source_test_anomaly_0032_noAttribute.wav,ToyCar,section_00,source,anomaly,0.006816209759563208,fp_naa_c0_freq_ap,server02_fp_naa_c0_20260817T064722Z
ToyCar/test/section_00_source_test_anomaly_0033_noAttribute.wav,ToyCar,section_00,source,anomaly,0.006313906516879797,fp_naa_c0_freq_ap,server02_fp_naa_c0_20260817T064722Z
ToyCar/test/section_00_source_test_anomaly_0037_noAttribute.wav,ToyCar,section_00,source,anomaly,0.008718455210328102,fp_naa_c0_freq_ap,server02_fp_naa_c0_20260817T064722Z
ToyCar/test/section_00_source_test_anomaly_0039_noAttribute.wav,ToyCar,section_00,source,anomaly,0.012836884707212448,fp_naa_c0_freq_ap,server02_fp_naa_c0_20260817T064722Z
ToyCar/test/section_00_source_test_anomaly_0042_noAttribute.wav,ToyCar,section_00,source,anomaly,0.006407017353922129,fp_naa_c0_freq_ap,server02_fp_naa_c0_20260817T064722Z
ToyCar/test/section_00_source_test_anomaly_0044_noAttribute.wav,ToyCar,section_00,source,anomaly,0.011815084144473076,fp_naa_c0_freq_ap,server02_fp_naa_c0_20260817T064722Z
ToyCar/test/section_00_source_test_anomaly_0047_noAttribute.wav,ToyCar,section_00,source,anomaly,0.006051648408174515,fp_naa_c0_freq_ap,server02_fp_naa_c0_20260817T064722Z
ToyCar/test/section_00_source_test_anomaly_0049_noAttribute.wav,ToyCar,section_00,source,anomaly,0.008888857439160347,fp_naa_c0_freq_ap,server02_fp_naa_c0_20260817T064722Z
ToyCar/test/section_00_source_test_anomaly_0051_noAttribute.wav,ToyCar,section_00,source,anomaly,0.013173697516322136,fp_naa_c0_freq_ap,server02_fp_naa_c0_20260817T064722Z
ToyCar/test/section_00_source_test_anomaly_0060_noAttribute.wav,ToyCar,section_00,source,anomaly,0.0062229023315012455,fp_naa_c0_freq_ap,server02_fp_naa_c0_20260817T064722Z
ToyCar/test/section_00_source_test_anomaly_0064_noAttribute.wav,ToyCar,section_00,source,anomaly,0.008092697709798813,fp_naa_c0_freq_ap,server02_fp_naa_c0_20260817T064722Z
ToyCar/test/section_00_source_test_anomaly_0067_noAttribute.wav,ToyCar,section_00,source,anomaly,0.01204756647348404,fp_naa_c0_freq_ap,server02_fp_naa_c0_20260817T064722Z
ToyCar/test/section_00_source_test_anomaly_0081_noAttribute.wav,ToyCar,section_00,source,anomaly,0.007928352802991867,fp_naa_c0_freq_ap,server02_fp_naa_c0_20260817T064722Z
ToyCar/test/section_00_source_test_anomaly_0082_noAttribute.wav,ToyCar,section_00,source,anomaly,0.008284587413072586,fp_naa_c0_freq_ap,server02_fp_naa_c0_20260817T064722Z
