file_id,machine_type,section,domain,condition,anomaly_score,model_id,experiment_id
ToyCar/test/section_00_source_test_anomaly_0000_noAttribute.wav,ToyCar,section_00,source,anomaly,0.07763484120368953,mvp_a02_care_multiview_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0001_noAttribute.wav,ToyCar,section_00,source,anomaly,0.07853505512078597,mvp_a02_care_multiview_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0008_noAttribute.wav,ToyCar,section_00,source,anomaly,0.09775149822235103,mvp_a02_care_multiview_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0009_noAttribute.wav,ToyCar,section_00,source,anomaly,0.09140386680761965,mvp_a02_care_multiview_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0010_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08779338747262949,mvp_a02_care_multiview_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0011_noAttribute.wav,ToyCar,section_00,source,anomaly,0.07460528612136837,mvp_a02_care_multiview_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0013_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08771617213884984,mvp_a02_care_multiview_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0017_noAttribute.wav,ToyCar,section_00,source,anomaly,0.09256258606910704,mvp_a02_care_multiview_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0022_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08104553570350007,mvp_a02_care_multiview_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0028_noAttribute.wav,ToyCar,section_00,source,anomaly,0.07217265417178466,mvp_a02_care_multiview_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0032_noAttribute.wav,ToyCar,section_00,source,anomaly,0.0758394449949264,mvp_a02_care_multiview_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0033_noAttribute.wav,ToyCar,section_00,source,anomaly,0.0894112338622411,mvp_a02_care_multiview_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0037_noAttribute.wav,ToyCar,section_00,source,anomaly,0.10513866196076073,mvp_a02_care_multiview_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0039_noAttribute.wav,ToyCar,section_00,source,anomaly,0.0883026098211606,mvp_a02_care_multiview_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0042_noAttribute.wav,ToyCar,section_00,source,anomaly,0.09308793892463045,mvp_a02_care_multiview_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0044_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08165679872035976,mvp_a02_care_multiview_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0047_noAttribute.wav,ToyCar,section_00,source,anomaly,0.09418665369351703,mvp_a02_care_multiview_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0049_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08631700277328491,mvp_a02_care_multiview_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0051_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08241725961367284,mvp_a02_care_multiview_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0060_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08694337308406826,mvp_a02_care_multiview_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0064_noAttribute.wav,ToyCar,section_00,source,anomaly,0.09197465578715003,mvp_a02_care_multiview_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0067_noAttribute.wav,ToyCar,section_00,source,anomaly,0.0815871879458427,mvp_a02_care_multiview_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0081_noAttribute.wav,ToyCar,section_00,source,anomaly,0.0774030188719431,mvp_a02_care_multiview_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0082_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08853402982155478,mvp_a02_care_multiview_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0084_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08262813091278069,mvp_a02_care_multiview_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0090_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08427531272172924,mvp_a02_care_multiview_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0091_noAttribute.wav,ToyCar,section_00,source,anomaly,0.07995739082495366,mvp_a02_care_multiview_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
