file_id,machine_type,section,domain,condition,anomaly_score,model_id,experiment_id
ToyCar/test/section_00_source_test_anomaly_0000_noAttribute.wav,ToyCar,section_00,source,anomaly,0.0851239264011383,mvp_a02_care_multiview_near_reconstruction_mse,mvp_neural_screening_seed13711_seed42
ToyCar/test/section_00_source_test_anomaly_0001_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08696450293064117,mvp_a02_care_multiview_near_reconstruction_mse,mvp_neural_screening_seed13711_seed42
ToyCar/test/section_00_source_test_anomaly_0008_noAttribute.wav,ToyCar,section_00,source,anomaly,0.10699574649333954,mvp_a02_care_multiview_near_reconstruction_mse,mvp_neural_screening_seed13711_seed42
ToyCar/test/section_00_source_test_anomaly_0009_noAttribute.wav,ToyCar,section_00,source,anomaly,0.10365907102823257,mvp_a02_care_multiview_near_reconstruction_mse,mvp_neural_screening_seed13711_seed42
ToyCar/test/section_00_source_test_anomaly_0010_noAttribute.wav,ToyCar,section_00,source,anomaly,0.09722630679607391,mvp_a02_care_multiview_near_reconstruction_mse,mvp_neural_screening_seed13711_seed42
ToyCar/test/section_00_source_test_anomaly_0011_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08294393122196198,mvp_a02_care_multiview_near_reconstruction_mse,mvp_neural_screening_seed13711_seed42
ToyCar/test/section_00_source_test_anomaly_0013_noAttribute.wav,ToyCar,section_00,source,anomaly,0.09688412398099899,mvp_a02_care_multiview_near_reconstruction_mse,mvp_neural_screening_seed13711_seed42
ToyCar/test/section_00_source_test_anomaly_0017_noAttribute.wav,ToyCar,section_00,source,anomaly,0.10611707717180252,mvp_a02_care_multiview_near_reconstruction_mse,mvp_neural_screening_seed13711_seed42
ToyCar/test/section_00_source_test_anomaly_0022_noAttribute.wav,ToyCar,section_00,source,anomaly,0.09077076613903046,mvp_a02_care_multiview_near_reconstruction_mse,mvp_neural_screening_seed13711_seed42
ToyCar/test/section_00_source_test_anomaly_0028_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08100239187479019,mvp_a02_care_multiview_near_reconstruction_mse,mvp_neural_screening_seed13711_seed42
