file_id,machine_type,section,domain,condition,anomaly_score,model_id,experiment_id
ToyCar/test/section_00_source_test_anomaly_0000_noAttribute.wav,ToyCar,section_00,source,anomaly,0.0725724846124649,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0001_noAttribute.wav,ToyCar,section_00,source,anomaly,0.07432477176189423,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0008_noAttribute.wav,ToyCar,section_00,source,anomaly,0.09300628304481506,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0009_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08962316066026688,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0010_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08347789943218231,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0011_noAttribute.wav,ToyCar,section_00,source,anomaly,0.07024123519659042,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0013_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08668799698352814,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0017_noAttribute.wav,ToyCar,section_00,source,anomaly,0.09628421813249588,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0022_noAttribute.wav,ToyCar,section_00,source,anomaly,0.07828613370656967,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0028_noAttribute.wav,ToyCar,section_00,source,anomaly,0.06786151230335236,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0032_noAttribute.wav,ToyCar,section_00,source,anomaly,0.07363900542259216,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0033_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08747710287570953,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0037_noAttribute.wav,ToyCar,section_00,source,anomaly,0.10088469088077545,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0039_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08763369917869568,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0042_noAttribute.wav,ToyCar,section_00,source,anomaly,0.0886341854929924,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0044_noAttribute.wav,ToyCar,section_00,source,anomaly,0.07618332654237747,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0047_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08936052024364471,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0049_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08041872084140778,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0051_noAttribute.wav,ToyCar,section_00,source,anomaly,0.0761377364397049,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0060_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08044058829545975,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0064_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08626183867454529,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0067_noAttribute.wav,ToyCar,section_00,source,anomaly,0.07766003906726837,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0081_noAttribute.wav,ToyCar,section_00,source,anomaly,0.07333271205425262,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0082_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08358979970216751,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0084_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08081985265016556,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0090_noAttribute.wav,ToyCar,section_00,source,anomaly,0.0781329795718193,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0091_noAttribute.wav,ToyCar,section_00,source,anomaly,0.07697850465774536,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0094_noAttribute.wav,ToyCar,section_00,source,anomaly,0.07404028624296188,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0095_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08924330770969391,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0096_noAttribute.wav,ToyCar,section_00,source,anomaly,0.07483186572790146,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0097_noAttribute.wav,ToyCar,section_00,source,anomaly,0.0900707021355629,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0103_noAttribute.wav,ToyCar,section_00,source,anomaly,0.07551109790802002,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0104_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08554478734731674,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0106_noAttribute.wav,ToyCar,section_00,source,anomaly,0.0764240175485611,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0107_noAttribute.wav,ToyCar,section_00,source,anomaly,0.07704967260360718,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0120_noAttribute.wav,ToyCar,section_00,source,anomaly,0.1081659346818924,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0131_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08517510443925858,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0138_noAttribute.wav,ToyCar,section_00,source,anomaly,0.06826979666948318,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0139_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08798031508922577,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0143_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08305047452449799,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
ToyCar/test/section_00_source_test_anomaly_0145_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08523242175579071,mvp_a01_near_far_near_reconstruction_mse,mvp_neural_screening_seed13711
