file_id,machine_type,section,domain,condition,anomaly_score,model_id,experiment_id
ToyCar/test/section_00_source_test_anomaly_0000_noAttribute.wav,ToyCar,section_00,source,anomaly,0.007677664514631033,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0001_noAttribute.wav,ToyCar,section_00,source,anomaly,0.006878336891531944,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0008_noAttribute.wav,ToyCar,section_00,source,anomaly,0.006417909637093544,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0009_noAttribute.wav,ToyCar,section_00,source,anomaly,0.0074151549488306046,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0010_noAttribute.wav,ToyCar,section_00,source,anomaly,0.005846784450113773,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0011_noAttribute.wav,ToyCar,section_00,source,anomaly,0.0026950992178171873,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0013_noAttribute.wav,ToyCar,section_00,source,anomaly,0.003555890405550599,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0017_noAttribute.wav,ToyCar,section_00,source,anomaly,0.0046613323502242565,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0022_noAttribute.wav,ToyCar,section_00,source,anomaly,0.003266372252255678,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0028_noAttribute.wav,ToyCar,section_00,source,anomaly,0.003415873274207115,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0032_noAttribute.wav,ToyCar,section_00,source,anomaly,0.0041505200788378716,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0033_noAttribute.wav,ToyCar,section_00,source,anomaly,0.003922946285456419,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0037_noAttribute.wav,ToyCar,section_00,source,anomaly,0.0045060692355036736,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0039_noAttribute.wav,ToyCar,section_00,source,anomaly,0.00627489946782589,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0042_noAttribute.wav,ToyCar,section_00,source,anomaly,0.0037244490813463926,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0044_noAttribute.wav,ToyCar,section_00,source,anomaly,0.0044005559757351875,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0047_noAttribute.wav,ToyCar,section_00,source,anomaly,0.0024679875932633877,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0049_noAttribute.wav,ToyCar,section_00,source,anomaly,0.0033834590576589108,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0051_noAttribute.wav,ToyCar,section_00,source,anomaly,0.007012045942246914,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0060_noAttribute.wav,ToyCar,section_00,source,anomaly,0.003148752963170409,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0064_noAttribute.wav,ToyCar,section_00,source,anomaly,0.002924333792179823,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0067_noAttribute.wav,ToyCar,section_00,source,anomaly,0.006726507097482681,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0081_noAttribute.wav,ToyCar,section_00,source,anomaly,0.003756752237677574,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0082_noAttribute.wav,ToyCar,section_00,source,anomaly,0.0038997558876872063,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0084_noAttribute.wav,ToyCar,section_00,source,anomaly,0.0029636630788445473,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0090_noAttribute.wav,ToyCar,section_00,source,anomaly,0.0029532546177506447,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0091_noAttribute.wav,ToyCar,section_00,source,anomaly,0.0028556636534631252,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0094_noAttribute.wav,ToyCar,section_00,source,anomaly,0.010576152242720127,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0095_noAttribute.wav,ToyCar,section_00,source,anomaly,0.004011498764157295,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0096_noAttribute.wav,ToyCar,section_00,source,anomaly,0.013713442720472813,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0097_noAttribute.wav,ToyCar,section_00,source,anomaly,0.0024992618709802628,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0103_noAttribute.wav,ToyCar,section_00,source,anomaly,0.003429351607337594,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0104_noAttribute.wav,ToyCar,section_00,source,anomaly,0.004711728543043137,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0106_noAttribute.wav,ToyCar,section_00,source,anomaly,0.0037232977338135242,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0107_noAttribute.wav,ToyCar,section_00,source,anomaly,0.005338616669178009,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
ToyCar/test/section_00_source_test_anomaly_0120_noAttribute.wav,ToyCar,section_00,source,anomaly,0.00470430962741375,fp_naa_c2_fault_preserving_seed42,server02_fp_naa_screening_20260818T020554Z
