file_id,machine_type,section,domain,condition,anomaly_score,model_id,experiment_id
ToyCar/test/section_00_source_test_anomaly_0000_noAttribute.wav,ToyCar,section_00,source,anomaly,0.07844800750414527,mvp_a00_near_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0001_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08089717229207354,mvp_a00_near_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0008_noAttribute.wav,ToyCar,section_00,source,anomaly,0.10733194400866823,mvp_a00_near_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0009_noAttribute.wav,ToyCar,section_00,source,anomaly,0.09574233492215467,mvp_a00_near_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0010_noAttribute.wav,ToyCar,section_00,source,anomaly,0.09075814237197237,mvp_a00_near_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0011_noAttribute.wav,ToyCar,section_00,source,anomaly,0.07468547672033303,mvp_a00_near_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0013_noAttribute.wav,ToyCar,section_00,source,anomaly,0.09044537693262096,mvp_a00_near_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0017_noAttribute.wav,ToyCar,section_00,source,anomaly,0.10629599293073012,mvp_a00_near_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0022_noAttribute.wav,ToyCar,section_00,source,anomaly,0.07950453956921887,mvp_a00_near_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0028_noAttribute.wav,ToyCar,section_00,source,anomaly,0.06905082116524376,mvp_a00_near_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0032_noAttribute.wav,ToyCar,section_00,source,anomaly,0.0746022909879684,mvp_a00_near_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0033_noAttribute.wav,ToyCar,section_00,source,anomaly,0.09409053623676296,mvp_a00_near_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0037_noAttribute.wav,ToyCar,section_00,source,anomaly,0.1149417807658513,mvp_a00_near_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0039_noAttribute.wav,ToyCar,section_00,source,anomaly,0.09144004682699834,mvp_a00_near_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0042_noAttribute.wav,ToyCar,section_00,source,anomaly,0.09899146358172095,mvp_a00_near_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0044_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08602435390154517,mvp_a00_near_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0047_noAttribute.wav,ToyCar,section_00,source,anomaly,0.10042822857697802,mvp_a00_near_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0049_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08735095212856925,mvp_a00_near_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0051_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08649209390083944,mvp_a00_near_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0060_noAttribute.wav,ToyCar,section_00,source,anomaly,0.09588603178660073,mvp_a00_near_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0064_noAttribute.wav,ToyCar,section_00,source,anomaly,0.09377147008975344,mvp_a00_near_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0067_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08222003032763793,mvp_a00_near_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0081_noAttribute.wav,ToyCar,section_00,source,anomaly,0.07850419233242667,mvp_a00_near_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0082_noAttribute.wav,ToyCar,section_00,source,anomaly,0.09385242561499273,mvp_a00_near_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0084_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08565978954235709,mvp_a00_near_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0090_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08230851838986077,mvp_a00_near_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0091_noAttribute.wav,ToyCar,section_00,source,anomaly,0.08137968927621836,mvp_a00_near_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
ToyCar/test/section_00_source_test_anomaly_0094_noAttribute.wav,ToyCar,section_00,source,anomaly,0.07801965872446691,mvp_a00_near_three_seed_ensemble,server02_phase5_replication_20260813T043315Z
